Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
0B99|ShowTrickyFoodCounter |00|0|       1|       0|       1|       1|       1|       1|       1|
0B9A|ShowFireflyCounter    |00|0|       1|       0|       1|       1|       1|       1|       1|
0B9B|ShowMoonSeedCounter   |00|0|       1|       0|       0|       1|       1|       1|       1|
0B9C|ShowScarabCounter     |00|0|       1|       0|       1|       1|       1|       1|       1|
0BA3|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0BA4|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0BA7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BA8|                      |07|1|       1|       0|       0|       0|       0|       0|       0|
0BAC|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0BB0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BB1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BB2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BC9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCA|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCB|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCC|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BCF|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BD1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD4|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD5|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BD6|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0BDB|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BDC|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BDD|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BDE|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BDF|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE0|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE1|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE3|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE4|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BE5|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0BF4|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BF5|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BF6|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0BFD|                      |44|1|       1|       0|       0|       0|       0|       0|       0|
0BFF|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C11|HaveTricky            |00|0|       1|       0|       0|       0|       0|       0|       0|maybe wrong
0C14|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C15|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C16|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C17|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C18|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0C19|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
